,fluxadjflux,TSLA,META,NFLX,ADBE,CRM,MSFT,INTC,XOM,PG,AMZN,NVDA,AAPL,JNJ,GOOGL,WMT,MA,BAC,PFE,PEP,V,JPM,GE,KO,DIS
2015-09-22,108.5,17.396,92.6063,98.47,84.66,71.252,38.4636,22.4998,47.814,53.9064,26.92,0.5564,25.5463,71.7414,32.542,17.6876,86.92,12.7594,20.8104,70.5684,65.7326,46.8766,106.1494,28.9422,94.9052
2015-09-23,109.4667,17.404,93.6124,98.07,85.5,71.5901,38.4373,22.5548,47.5248,53.9601,26.8035,0.5591,25.7535,71.549,32.5465,17.7238,86.9861,12.8824,21.0426,70.5913,66.3876,46.6688,106.2763,28.9198,94.0533
2015-09-24,108.6667,17.5413,94.0507,103.76,83.91,71.3117,38.4724,22.3507,47.8074,54.8049,26.6875,0.5698,25.9067,71.1566,32.6272,17.7544,86.0231,12.7431,21.0942,70.6448,65.7233,46.3456,105.304,29.2108,93.1736
2015-09-25,120.5333,17.1273,92.417,102.24,83.13,72.0376,38.4987,22.6097,48.1361,55.811,26.2125,0.5739,25.8414,70.0178,31.8919,17.7405,86.1931,13.0217,20.5717,71.4087,66.1443,47.3076,105.3462,29.5614,92.8773
2015-09-28,129.3333,16.562,88.8705,99.47,80.52,68.6565,37.9291,22.5704,47.722,55.1198,25.203,0.5664,25.33,70.3025,31.0998,17.7071,83.4081,12.6775,19.8814,70.6448,62.8788,46.1609,102.7675,29.4943,91.2012
2015-09-29,131.2667,16.4433,86.3402,98.35,79.83,68.0002,38.0606,22.9471,47.9652,55.5115,24.8035,0.5763,24.5686,71.5875,31.0181,17.7405,83.7951,12.5792,20.0105,71.0802,64.1233,46.0532,103.8666,29.5913,92.0624
2015-09-30,130.2667,16.56,89.5579,103.26,82.22,69.0444,38.779,23.6534,48.8723,55.2504,25.5945,0.5992,24.8479,71.826,31.8032,18.0353,85.0791,12.7676,20.262,72.0428,65.1806,46.9228,106.6144,29.9345,94.6366
2015-10-01,117.6,15.992,90.6039,105.98,83.75,72.505,39.0857,23.5436,48.6817,55.2581,26.036,0.5875,24.6857,71.6875,31.9841,17.8768,85.655,12.7431,20.5394,71.699,65.4893,47.2691,106.4876,29.6957,95.0719
2015-10-02,106.7667,16.5047,91.7196,106.11,83.99,73.5194,39.9268,23.9438,49.878,55.619,26.627,0.6028,24.8659,72.2723,32.7309,18.0742,86.92,12.6037,21.3393,71.9359,66.1256,47.1374,107.6713,30.136,95.3774
2015-10-05,83.2667,16.41,93.6523,111.25,85.84,74.8519,40.8555,24.4932,50.4893,56.2334,27.184,0.6179,24.956,72.9109,33.4627,18.3218,89.0536,12.8578,21.5974,73.1964,67.5853,48.0753,113.3783,30.5985,96.1645
2015-10-06,81.3333,16.0973,92.4469,108.33,85.15,74.0066,40.9607,24.9091,51.1992,56.3717,26.874,0.6259,25.0754,71.8799,33.4607,18.2689,88.6665,12.8578,21.1523,74.159,67.4449,48.0985,115.3651,30.5612,96.0904
2015-10-07,80.6,15.464,92.0484,108.1,80.65,74.5834,41.0045,25.3643,52.0603,56.6174,27.097,0.6325,24.956,73.0802,33.379,18.4581,90.0093,12.907,21.4748,75.2668,68.5116,48.1606,117.3943,30.9791,95.7386
2015-10-08,79.7,15.1147,92.1181,114.93,82.26,74.6729,41.574,25.5212,52.6059,57.1397,26.658,0.6361,24.6677,73.1571,33.2295,18.6027,90.6619,12.907,21.3458,75.6106,69.1479,48.1606,118.4934,31.3223,96.8683
2015-10-09,81.2,14.7127,92.8852,113.33,83.82,74.832,41.2761,25.223,52.0998,57.2011,26.99,0.6337,25.2579,73.3802,33.4408,18.5499,90.6146,12.7676,21.4425,75.9926,69.2228,48.0055,118.6625,31.3521,97.748
2015-10-12,89.1333,14.372,93.9013,113.45,83.92,75.4585,41.1797,25.278,52.1261,57.0859,27.5095,0.6405,25.1408,73.8573,33.6993,18.6166,91.39,12.7185,21.4296,75.7405,70.1678,47.8427,118.747,31.3372,98.4795
2015-10-13,95.1667,14.6167,93.7618,109.73,83.65,76.2044,41.0833,25.1445,52.0341,56.917,27.445,0.6417,25.1836,73.4418,34.0351,18.561,90.7186,12.7185,21.2748,74.8084,70.1772,47.711,117.817,31.0761,98.7018
2015-10-14,100.5667,14.4587,93.712,110.23,83.8,75.1602,40.8993,25.741,52.6914,56.9938,27.2415,0.665,24.8276,72.7339,33.8976,16.6974,89.8675,12.8168,21.3135,74.4799,69.4286,46.5017,116.6756,31.0984,97.9054
2015-10-15,105.7,14.754,95.5948,101.09,86.77,77.2684,41.1885,25.7017,53.559,57.0398,28.122,0.6667,25.1993,74.7498,34.5258,16.5027,91.8818,13.2675,21.9844,75.0835,70.4953,47.9745,118.4934,31.2775,99.9056
2015-10-16,108.3667,15.134,97.1688,98.99,88.67,78.3325,41.6266,25.9293,54.2164,57.5237,28.538,0.6772,25.0146,75.5885,34.6404,16.3803,92.3357,13.2102,22.1973,76.1683,71.1129,48.3931,122.5094,31.3521,100.2297
2015-10-19,122.5,15.2067,98.0953,101.69,88.4,77.4971,41.7229,26.361,53.237,57.7234,28.6575,0.676,25.17,75.3577,34.8711,16.3692,92.4303,13.2266,22.2553,76.535,72.0392,48.2303,122.5516,31.3298,101.3686
2015-10-20,122.3667,14.202,96.6309,98.99,86.84,77.0994,41.8544,26.2432,53.1318,57.1627,28.044,0.675,25.6296,75.0883,33.8772,16.3414,92.3641,13.2757,21.9328,76.6038,71.3749,48.4629,121.6639,31.5536,101.7113
2015-10-21,124.9667,14.006,96.7404,97.96,86.13,75.4088,41.3549,26.1883,52.7242,57.0256,27.7885,0.6663,25.6274,75.1191,33.4687,16.3108,91.3522,13.0299,21.5845,76.5885,70.6076,48.1063,121.9598,31.479,101.9427
2015-10-22,119.5667,14.1147,99.2907,97.32,88.46,76.9403,42.0822,26.9966,54.4859,58.0019,28.1955,0.6903,26.0193,76.5811,33.934,16.3831,92.6951,13.2429,21.5006,78.7505,71.5059,48.9822,125.0457,32.2624,104.8689
2015-10-23,113.4667,13.9393,101.8011,100.04,87.86,78.1236,46.3228,27.389,54.545,59.6912,29.9515,0.6949,26.8258,77.1812,35.8366,16.2162,94.369,13.538,21.9651,78.254,72.1141,49.5093,124.7499,31.9266,104.7207
2015-10-26,104.6667,14.3507,103.3751,103.04,88.84,77.7855,47.5319,27.1457,53.3881,60.0477,30.4305,0.6918,25.9698,76.8965,36.424,16.1383,94.2176,13.5298,22.036,78.338,73.1527,49.5326,124.919,31.7774,105.1189
2015-10-27,108.6667,14.0233,103.3054,103.07,88.05,77.3181,47.0413,27.0516,53.3027,59.8927,30.5505,0.6913,25.8053,77.0889,36.5086,15.9881,93.0828,13.4396,22.5714,78.6436,72.5351,49.3311,124.5386,31.7923,105.3504
2015-10-28,110.9,14.1973,103.8035,105.8,88.5,78.0938,47.2953,27.2399,54.0849,59.2883,30.855,0.6969,26.8686,77.312,36.7129,16.0326,94.6526,14.1608,22.8682,78.4908,73.7983,50.7728,124.2426,31.8819,105.8782
2015-10-29,111.4667,14.1087,104.4809,105.12,88.12,77.706,46.7521,26.7063,54.052,59.6835,31.3275,0.6728,27.1525,77.9968,37.108,16.1216,95.1255,14.0051,22.4295,78.5366,73.4615,50.548,124.0312,31.9266,106.5264
2015-10-30,121.9333,13.7953,101.582,108.38,88.66,77.2784,46.1213,26.5729,54.3873,59.1875,31.295,0.6896,26.9204,77.7352,36.7363,15.9214,93.6124,13.751,21.8167,78.0706,72.5913,49.8039,122.2557,31.5984,105.3226
2015-11-02,120.0,14.2527,102.9169,107.64,89.91,78.7601,46.647,26.7691,56.0569,59.358,31.4175,0.6976,27.2989,78.6124,37.252,16.0243,93.9812,13.9805,22.6166,77.467,70.383,50.8038,124.2849,31.5163,106.5264
2015-11-03,118.1667,13.89,102.1896,109.74,90.36,78.1933,47.4443,26.926,57.0889,59.7067,31.2655,0.6927,27.612,78.4508,37.3058,16.1634,94.681,14.0788,22.5585,77.1003,72.8907,50.9899,125.0881,31.4566,106.9894
2015-11-04,111.9,15.442,103.5445,114.05,91.01,77.9546,47.6633,26.9892,56.517,59.7145,32.0475,0.6813,27.4836,78.4354,37.6291,16.2357,95.0593,13.9395,22.2009,76.8712,73.3117,51.0441,124.8767,31.3148,104.8689
2015-11-05,108.3333,15.4513,108.3461,113.5,90.55,78.2728,47.6458,26.8707,55.7479,59.1953,32.7825,0.6735,27.3569,78.7355,37.8961,16.3024,95.2201,14.1854,22.2074,76.8635,74.1632,51.5015,125.2994,31.5834,104.6374
2015-11-06,113.8667,15.4907,106.6924,114.06,90.69,78.9689,48.1189,26.7442,55.5245,58.5599,32.9685,0.7669,27.3886,78.42,37.9425,16.3497,95.9861,14.7098,22.0643,76.1836,73.686,53.0673,126.4831,31.3074,107.1098
2015-11-09,105.9667,15.022,106.0848,109.86,89.8,77.7855,47.4531,26.357,54.3376,58.4281,32.7745,0.7635,27.2778,77.589,37.6022,16.2691,95.012,14.4886,21.8822,75.5418,73.0217,52.2379,125.7645,30.994,107.8043
2015-11-10,103.7667,14.4333,107.4994,112.7,90.28,77.8154,46.8835,26.2463,54.6028,58.7148,32.984,0.7489,26.418,78.0583,37.7761,16.3219,95.1822,14.6279,21.9733,75.5036,74.5028,52.4627,127.3286,31.1656,108.7303
2015-11-11,103.2333,14.6053,108.5952,112.86,91.21,78.2728,47.0062,25.9697,54.1188,58.8621,33.6625,0.7416,26.2687,78.3738,38.1243,16.0159,95.3997,14.5459,21.9408,75.962,74.2215,52.2069,129.6537,31.3671,107.8969
2015-11-12,101.2667,14.196,107.6089,108.92,90.84,77.8651,46.7171,25.6062,52.6534,57.8547,33.28,0.7389,26.1805,77.1504,37.6899,15.8407,92.941,14.2345,21.7132,75.1522,73.406,51.1604,127.4977,31.0238,107.6098
2015-11-13,101.2333,13.8127,103.5544,103.65,89.02,75.1801,46.2965,25.377,51.7848,57.3123,32.1175,0.7243,25.4158,76.8503,36.8698,15.6933,91.5981,14.0952,21.6351,74.9001,73.2186,50.8194,128.005,30.8746,106.3412
2015-11-16,103.1,14.2873,103.6441,111.35,89.77,75.8364,47.1113,25.3691,53.6414,58.3506,32.3905,0.7389,25.8321,77.8814,37.3855,16.0966,92.9599,14.2837,21.5636,76.0613,73.9591,51.5558,128.3431,31.3074,107.3413
2015-11-17,104.6333,14.2667,104.7299,117.1,90.29,76.811,46.7232,25.7959,53.0181,58.1724,32.165,0.7389,25.7212,78.0968,37.1643,16.6668,92.7424,14.2755,21.375,75.5036,73.8935,51.2612,128.1741,31.091,107.5358
2015-11-18,105.0,14.738,107.3599,120.63,91.27,76.9204,47.4994,26.2068,53.5353,58.8156,33.177,0.7571,26.5357,78.997,37.8632,16.9477,93.7732,14.6197,21.6611,76.6038,75.4214,52.2844,129.0195,31.5461,109.397
2015-11-19,105.5,14.7867,105.8556,120.22,91.76,80.1921,47.5788,27.1078,53.2435,59.0636,33.0635,0.7593,26.8728,78.8585,37.8598,16.8838,93.5556,14.4968,20.9978,77.108,75.1308,52.4472,127.9627,32.1654,109.9248
2015-11-20,108.3333,14.6673,106.9116,123.84,91.81,80.5401,47.7994,27.3923,52.9054,58.7536,33.4225,0.7659,26.9904,79.4321,38.7097,16.7085,94.0947,14.464,20.9263,76.4739,75.1683,52.3542,129.6114,31.658,111.1842
2015-11-23,117.0667,14.5167,106.543,125.03,91.96,80.3313,47.7994,27.25,53.2303,58.8698,33.9495,0.7544,26.6398,79.6569,38.6947,16.7614,93.9718,14.3165,20.3736,77.0469,75.0933,51.8425,129.3154,32.0535,110.5823
2015-11-24,110.4333,14.55,105.3376,123.31,92.0,79.9435,47.8523,27.1552,54.2912,59.2418,33.5575,0.7605,26.8954,79.0911,38.3425,16.6668,93.149,14.3165,20.7897,76.8788,74.7933,51.765,129.6114,32.3519,109.221
2015-11-25,106.0667,15.3093,105.0089,124.16,91.77,79.9634,47.3583,27.2263,53.8734,58.8156,33.767,0.7595,26.7031,79.0291,38.3241,16.7558,92.8275,14.2919,21.375,76.7795,74.5777,51.827,128.3431,32.3519,109.8878
2015-11-27,96.3,15.4407,105.0487,125.44,92.17,79.5258,47.57,27.2342,53.8602,58.6606,33.663,0.7659,26.6533,79.3469,38.4591,16.6585,93.3098,14.3247,21.323,76.9628,74.8402,52.0674,128.3431,32.4422,106.6098
2015-11-30,94.2667,15.3507,103.8433,123.33,91.46,79.2474,47.9405,27.4792,54.1453,57.9942,33.24,0.7739,26.7642,78.471,38.0047,16.3664,92.6005,14.2837,21.31,76.5198,74.0622,51.6875,126.5676,32.0437,105.0726
2015-12-01,92.1333,15.8127,106.7124,125.37,92.55,80.56,48.7079,27.7321,54.2978,58.8466,33.953,0.7991,26.547,79.3391,39.0479,16.4081,92.61,14.5951,21.8627,77.2073,74.9058,52.4084,127.54,32.2467,106.8505
2015-12-02,92.4667,15.466,105.6664,128.93,92.02,80.4308,48.6991,27.5266,52.7462,58.7303,33.8005,0.793,26.3072,79.0989,38.752,16.3661,91.8251,14.4801,21.3945,76.5326,74.0903,51.672,126.6945,32.1565,105.5634
2015-12-03,91.5333,15.514,103.9828,126.81,89.91,79.486,47.8082,26.9023,51.9904,58.6916,33.3125,0.7913,26.0628,78.1222,38.2713,16.5596,90.747,14.2171,21.0629,76.2325,73.3873,51.0054,126.9482,31.9234,103.6095
2015-12-04,95.5667,15.3587,105.7759,130.93,92.58,81.6838,49.3165,27.6136,52.2887,60.3112,33.632,0.8235,26.9293,79.7964,38.8198,16.7335,93.3381,14.628,21.3295,77.7481,75.3652,52.6255,128.8927,32.5474,105.7856
2015-12-07,98.0667,15.4087,105.2081,125.36,89.6,80.2319,49.2283,27.6531,50.9228,60.7296,33.4915,0.8079,26.7597,80.0832,38.5099,16.9691,92.5059,14.4143,21.2384,77.4481,74.5684,51.9356,128.3854,32.4797,105.406
2015-12-08,104.3333,15.1147,106.0848,126.98,91.72,80.6297,49.2107,27.4634,49.484,60.2492,33.8665,0.8188,26.7483,79.3856,38.617,16.7195,92.8464,14.1267,21.1539,77.0634,74.1184,51.1294,127.6245,32.3369,104.1559
2015-12-09,104.8,14.968,104.202,124.2,89.56,79.2673,48.4962,27.5108,50.1471,60.2104,33.2395,0.7981,26.1579,79.1763,37.9898,16.5848,92.5059,14.0527,20.9978,76.2633,73.003,50.7418,128.8082,32.0737,103.2206
2015-12-10,104.8333,15.138,105.0188,122.91,88.96,78.9391,48.752,27.4792,50.1868,60.2802,33.116,0.8047,26.2823,79.5562,37.8647,16.7054,92.3074,14.1349,21.0434,76.0864,73.2279,50.8581,129.5691,32.1489,103.2206
2015-12-11,111.5333,14.468,101.7314,118.91,91.42,76.443,47.6847,27.0841,49.2917,60.2724,32.0075,0.7927,25.6058,78.812,37.3855,16.6493,89.6784,13.7487,20.8483,75.2248,71.3438,49.6644,127.9204,31.7805,100.6858
2015-12-14,119.8667,14.572,104.2617,120.67,93.26,76.5624,48.6373,27.2421,50.4123,60.6676,32.8955,0.7947,25.4475,79.1763,37.9893,16.9382,91.0685,13.8062,20.9263,75.3555,72.0562,49.8194,127.9204,31.9159,101.9066
2015-12-15,116.4667,14.7393,104.1522,118.6,94.02,76.9403,48.6903,27.8033,52.6667,61.7447,32.932,0.8044,24.9972,80.7111,37.8672,16.7279,93.0828,14.3157,20.9783,76.4634,73.6966,51.2379,128.1741,32.382,104.5253
2015-12-16,121.4333,15.634,106.3836,122.64,95.56,78.4518,49.5106,27.8981,52.481,62.7599,33.7885,0.8093,25.1896,81.5792,38.6892,16.913,94.6053,14.5869,21.1864,77.7635,74.859,52.3464,130.9641,32.9609,106.0444
2015-12-17,114.6667,15.5593,105.8158,122.51,94.2,77.9944,49.1313,27.5899,51.692,62.2174,33.5325,0.7971,24.6556,80.3312,38.3525,16.5428,93.9339,14.2171,21.0239,77.0865,73.7622,51.3775,130.1124,32.6978,104.3855
2015-12-18,113.4333,15.364,103.6441,118.02,91.31,76.6021,47.7464,26.7679,51.2411,60.5436,33.207,0.7842,23.9882,79.0213,37.7058,16.5063,91.0591,13.7733,20.8027,75.3171,71.5406,49.9202,128.9624,31.9535,100.3876
2015-12-21,119.0333,15.504,104.3713,116.63,91.62,76.8607,48.3639,27.0604,51.2279,61.1791,33.2255,0.8027,24.2823,78.7346,37.9026,16.7026,91.7683,13.9459,21.1084,75.871,72.3374,50.8038,129.4735,32.164,99.3345
2015-12-22,124.3333,15.33,105.1085,116.24,93.82,77.4275,48.8226,27.4476,51.4864,61.6828,33.1575,0.8035,24.2597,79.6104,38.218,16.9803,92.2411,14.0363,21.1474,76.7788,72.5343,50.9124,129.8568,32.5474,99.4743
2015-12-23,129.1333,15.3133,104.2318,118.16,94.7,77.6065,49.2371,27.661,53.1706,61.9307,33.185,0.8066,24.5719,80.215,38.2867,17.1346,93.3665,14.2499,21.1734,77.425,73.6403,51.7263,131.8159,32.8331,98.3746
2015-12-24,128.5333,15.3713,104.6203,117.33,94.3,77.3977,49.1048,27.6452,52.6004,61.83,33.1395,0.8093,24.4407,80.3933,38.1537,17.0616,93.2341,14.1924,21.2124,77.3481,73.3591,51.6255,131.3049,32.7354,98.6542
2015-12-28,110.6667,15.2633,105.5269,117.11,94.2,77.7656,49.3518,27.6057,52.2092,61.9307,33.76,0.8086,24.1669,80.0057,38.9707,17.0392,93.1774,14.0774,21.0824,77.4558,73.6123,51.455,131.603,32.6978,99.9495
2015-12-29,101.2667,15.8127,106.8518,119.12,95.33,78.9988,49.881,28.0087,52.4877,62.2717,34.6985,0.8218,24.6013,80.6336,39.5546,17.2804,94.3027,14.2006,21.349,78.0482,74.2496,51.9898,133.2214,32.8632,99.7911
2015-12-30,96.8667,15.8727,105.8158,116.71,95.28,78.7004,49.6693,27.6531,51.7914,62.047,34.4535,0.8147,24.2801,80.4398,39.3723,17.3001,93.4989,14.0116,21.297,77.8174,73.4435,51.6178,132.2419,32.7579,99.1015
2015-12-31,93.1667,16.0007,104.2617,114.38,93.94,77.9645,48.9372,27.2263,51.6854,61.5355,33.7945,0.8042,23.814,79.6182,38.76,17.1935,92.071,13.8308,20.9913,76.8711,72.6936,51.1837,132.6677,32.2993,97.9273
2016-01-04,92.4,14.894,101.831,109.96,91.97,76.2839,48.3374,26.8628,51.3605,60.7296,31.8495,0.7898,23.8344,77.8819,37.8348,17.2383,89.6595,13.5021,20.7767,75.9864,70.9595,49.6464,130.7938,31.8783,95.9702
2016-01-05,91.8333,14.8953,102.3391,107.66,92.34,76.622,48.5579,26.7363,51.7981,60.9233,31.6895,0.8025,23.2371,78.2075,37.939,17.6478,89.8297,13.5021,20.9263,76.5095,71.4938,49.7322,130.9216,31.991,94.0318
2016-01-06,97.0667,14.6027,102.5782,117.68,91.02,75.8662,47.6759,26.1436,51.3671,60.3344,31.6325,0.7693,22.7824,77.8122,37.8294,17.8246,88.4557,13.2145,20.5556,76.5326,70.5564,49.0143,128.8347,31.8181,93.5285
2016-01-07,100.3333,14.3767,97.5474,114.56,89.11,73.8873,46.0176,25.1636,50.5449,59.8075,30.397,0.7388,21.8208,76.9053,36.9162,18.2397,86.8354,12.7378,20.4191,75.0632,69.1691,47.0322,123.3831,31.2918,92.7271
2016-01-08,105.8,14.0667,96.9596,111.39,87.85,72.8233,46.1587,24.9028,49.5238,58.8698,30.3525,0.7229,21.9362,76.0837,36.4135,17.8217,85.1771,12.4913,20.159,74.7863,68.3161,45.9787,121.1684,31.2091,92.4941
2016-01-11,105.5667,13.8567,97.1389,114.97,89.38,72.7735,46.1323,25.3375,48.8607,59.4123,30.887,0.7242,22.2914,75.6264,36.5211,18.0125,85.8309,12.5817,20.2045,74.9632,69.2909,45.9085,121.7221,31.2618,93.1185
2016-01-12,102.2,13.998,98.9919,116.58,89.82,74.0464,46.5556,25.8275,49.8619,59.2883,30.8945,0.7364,22.6149,76.1457,37.1324,17.8442,86.6459,12.5817,20.159,75.1016,70.0783,46.0099,121.9777,31.6678,94.5537
2016-01-13,100.2,13.354,95.0768,106.56,88.3,71.9481,45.5501,25.2189,50.1603,58.7769,29.0905,0.7139,22.0335,75.2001,35.8485,17.3674,84.5138,12.2448,19.7493,74.24,68.5223,44.7457,120.274,31.4648,91.7765
2016-01-14,100.0333,13.7453,97.9957,107.06,89.8,72.6641,46.8467,25.8749,52.4611,59.0093,29.65,0.6995,22.5154,76.6495,36.4374,17.6871,85.9541,12.3187,20.2305,73.7092,69.1784,45.4168,123.7665,31.4873,92.3636
2016-01-15,100.4,13.666,94.6086,104.04,89.17,70.4664,44.9767,23.5198,51.44,58.1027,28.509,0.6615,21.9747,75.1846,35.3962,17.3702,84.059,11.8832,20.0354,72.2628,67.3318,44.5116,121.3388,31.2016,87.5083
2016-01-19,94.0667,13.648,94.8975,107.89,89.18,70.4068,44.5974,23.5514,50.6576,59.4588,28.724,0.6668,21.8684,75.5722,35.8241,17.5469,81.6995,11.7024,19.9574,73.6784,66.9194,44.4882,121.3388,31.5174,87.5735
2016-01-20,97.3333,13.2467,93.991,107.74,87.94,69.9394,44.8003,23.3854,48.5226,59.2735,28.5885,0.6705,21.8978,74.2157,35.7982,17.0645,80.6667,11.2504,19.9379,72.1397,66.2538,43.3177,119.2519,31.1114,86.2409
2016-01-21,100.8667,13.3313,93.8017,102.35,88.0,69.1239,44.5269,23.4407,49.1326,59.9692,28.751,0.6783,21.7869,74.363,36.2023,17.3561,81.6048,10.9792,19.8858,72.6783,67.0787,43.1148,121.7647,31.1189,87.6201
2016-01-22,96.9667,13.5033,97.5673,100.72,89.63,71.1526,46.1234,23.6541,50.7703,60.4695,29.819,0.6942,22.9453,74.9908,37.1384,17.5833,83.3862,11.1436,19.9704,73.7399,68.1473,44.4414,120.274,31.6226,90.3041
2016-01-25,104.3,13.092,96.6408,99.12,86.77,69.5316,45.6824,23.3933,49.053,60.0708,29.8265,0.6934,22.4973,74.7195,36.5485,17.7965,82.2207,10.6505,19.8338,73.8092,67.2474,43.4347,119.4222,31.6978,88.8036
2016-01-26,110.0333,12.904,96.9696,97.83,86.89,69.4819,46.0176,23.662,50.8565,61.6029,30.0625,0.7003,22.6217,78.4245,36.557,17.9508,82.4386,10.9381,19.9444,74.1015,67.3787,44.5428,120.5722,31.6377,89.7169
2016-01-27,110.8,12.538,94.0906,91.15,84.85,67.0555,45.1796,23.5593,49.9216,61.595,29.1675,0.692,21.1353,79.1841,35.7494,17.9367,80.3635,10.9792,19.8468,73.8092,66.4695,44.5116,119.2519,31.6452,87.8997
2016-01-28,107.4667,12.6467,108.6948,94.41,84.52,65.3251,45.9206,23.6857,51.0488,62.3924,31.7675,0.6844,21.2869,79.2694,37.2799,18.0125,79.0558,11.1189,19.6387,74.9709,64.9884,44.6989,120.1463,32.0061,87.1635
2016-01-29,106.2,12.7467,111.783,91.84,89.13,67.682,48.5932,24.5155,51.619,63.8541,29.35,0.7147,22.0222,80.9513,37.93,18.6127,84.3622,11.6202,19.8273,76.3941,69.8252,46.4313,123.9368,32.2692,89.2976
2016-02-01,97.1333,13.1293,114.652,94.09,89.61,68.0599,48.258,24.3575,50.5847,63.4085,28.7405,0.7149,21.8163,80.8971,38.3993,18.9325,83.9832,11.4723,19.6192,76.1864,69.7221,45.9319,121.9777,32.3294,88.6732
2016-02-02,99.4667,12.1853,114.1739,91.49,87.95,64.1616,46.7497,23.5514,49.4575,62.705,27.605,0.6846,21.3751,80.153,38.9045,18.7529,81.4248,10.8724,19.5997,75.5556,68.8035,44.5038,120.274,31.9083,86.7814
2016-02-03,109.0667,11.5653,112.2612,90.74,87.99,64.9771,46.0088,23.3919,52.0368,63.3929,26.5535,0.6881,21.7982,80.7188,37.3337,18.5875,81.9364,10.708,19.4881,75.9479,69.7221,44.8003,122.1055,32.1189,88.6639
2016-02-04,119.3667,11.6887,110.0695,89.71,86.36,66.8267,45.8676,23.7347,52.9319,63.0802,26.813,0.6883,21.9734,80.5328,36.3697,18.6295,81.8037,10.8888,19.048,74.9247,69.066,45.5729,124.2775,31.976,88.9341
2016-02-05,116.1667,10.84,103.674,82.79,79.2,58.185,44.2446,23.1527,53.0977,63.471,25.1065,0.6449,21.3865,77.9284,35.0609,18.7922,78.4209,10.6423,19.0677,74.8709,67.06,45.0657,121.5517,31.9083,87.5083
2016-02-08,112.0,9.866,99.3704,83.32,74.94,53.7498,43.5831,22.9773,53.8138,64.581,24.405,0.6153,21.6117,79.0601,35.0808,18.7642,76.4216,10.0834,18.759,75.0247,63.5261,44.1214,119.9759,32.0662,85.8494
2016-02-09,113.6667,9.8833,99.1612,86.13,73.85,57.0116,43.4684,22.9694,53.5796,64.5966,24.1035,0.6219,21.6071,79.0368,34.9244,18.4584,77.6724,10.0259,19.1137,75.6094,64.051,43.8561,120.4444,32.5549,86.0358
2016-02-10,109.1333,9.578,100.6157,88.45,75.53,58.4336,43.8477,22.5069,53.0912,63.7993,24.524,0.6205,21.4434,78.8508,35.2148,18.4528,78.9421,9.8451,19.3698,75.1016,65.757,43.3255,120.5296,31.991,82.802
2016-02-11,112.3333,10.0313,101.5222,86.35,74.94,58.911,43.83,22.499,53.2584,62.4549,25.191,0.6173,21.3137,78.8276,35.1904,18.321,77.805,9.1712,19.1334,74.5477,64.1822,41.4136,116.9094,31.8858,84.1626
2016-02-12,109.5667,10.0693,101.6218,87.4,76.67,59.3485,44.5445,22.8338,54.2152,63.3069,25.354,0.6278,21.3797,78.9206,35.2168,18.5622,80.4393,9.8205,19.2844,75.771,66.0101,44.8628,120.3593,32.4121,84.9454
2016-02-16,101.1667,10.3447,101.2233,89.05,78.88,59.3883,45.3885,22.9454,54.3424,63.6821,26.055,0.6585,21.9825,79.3081,35.7524,18.4837,81.6616,10.067,19.58,75.8556,66.6475,45.5339,122.9147,32.6,86.5857
2016-02-17,96.6667,11.2453,104.7997,94.76,81.85,63.1374,46.5701,23.4956,54.8642,64.4481,26.705,0.6749,22.3191,79.4476,36.4663,18.5426,82.6376,10.3218,19.4618,76.5865,67.6525,45.8616,124.9589,32.6978,88.9994
2016-02-18,92.8,11.118,103.0763,90.49,80.53,61.3573,46.3657,23.4557,55.1653,64.0807,26.25,0.733,21.896,80.7963,35.7459,17.9844,81.529,10.0588,19.4092,76.6403,66.9105,45.1125,123.8516,32.788,88.6918
2016-02-19,91.8333,11.1053,104.1721,89.23,80.87,61.7948,46.037,22.8896,55.1988,63.9322,26.745,0.7427,21.846,81.3194,35.9751,18.1359,82.2397,9.9684,19.3698,76.6095,67.1829,45.1203,123.5961,32.9083,88.5427
2016-02-22,91.8,11.8493,106.7522,91.93,83.8,63.6246,46.7744,23.3999,55.1252,64.198,27.975,0.7691,22.0371,81.78,36.3208,18.408,83.2157,10.3053,19.7376,76.8327,68.6199,45.7056,125.2571,33.0361,89.8102
2016-02-23,89.5,11.814,105.0587,89.12,83.07,62.5506,45.4685,22.9614,54.349,63.9479,27.647,0.771,21.5389,81.2569,35.735,18.6464,81.6901,9.993,19.6785,76.5788,67.7652,43.7937,124.4479,32.8481,88.8875
2016-02-24,86.7,11.9333,106.4733,91.61,83.42,62.1727,45.6284,23.2723,54.5431,63.7524,27.702,0.7764,21.8596,81.9439,35.9148,18.8259,81.889,9.9684,19.7179,76.6865,67.4834,43.8093,123.3406,33.0135,88.9341
2016-02-25,88.8333,12.4953,107.6588,94.53,86.68,69.0344,46.2858,23.6151,54.8709,64.3621,27.7575,0.7781,22.0098,83.0526,36.3243,19.0839,82.8366,10.1245,20.0923,77.4481,68.8171,44.4882,125.4871,33.2015,89.1391
2016-02-26,87.2667,12.6893,107.5093,94.79,86.6,69.3327,45.5751,23.7587,54.697,63.3929,27.7615,0.773,22.0439,82.5842,36.1121,18.6548,82.9787,10.4368,19.8559,75.671,68.31,44.9018,126.2169,32.4346,88.8223
