,fluxadjflux,TSLA,META,NFLX,ADBE,CRM,MSFT,INTC,XOM,PG,AMZN,NVDA,AAPL,JNJ,GOOGL,WMT,MA,BAC,PFE,PEP,V,JPM,GE,KO,DIS
2016-02-29,89.5667,12.7953,106.5131,93.41,85.15,67.3737,45.2019,23.5912,53.6264,62.7597,27.626,0.7679,21.9938,82.1391,35.7315,18.6071,82.3628,10.2889,19.4881,75.2555,67.9906,43.9341,125.1007,32.4271,89.018
2016-03-01,94.8333,12.4233,109.4021,98.3,88.37,69.6311,46.7122,24.2131,54.3825,63.4945,28.952,0.802,22.8673,83.7084,36.9745,18.6407,85.3761,10.8395,19.7311,76.2325,70.1039,46.1972,128.2776,32.8481,91.003
2016-03-02,96.9667,12.556,109.5316,97.61,88.39,70.0388,47.0409,24.3486,55.3326,64.5263,29.0105,0.8066,22.9174,83.5679,36.8404,18.5706,85.1771,11.0622,19.6917,76.1884,69.7845,46.6342,129.5655,32.9083,90.3972
2016-03-03,97.9,13.0493,109.163,97.93,87.21,70.4068,46.5079,24.3805,55.1319,64.753,28.8745,0.7995,23.088,83.2634,36.4474,18.551,85.035,11.1365,19.6326,76.8315,69.4183,46.7903,129.7372,33.0512,92.0934
2016-03-04,98.9,13.4027,107.9775,101.58,86.18,70.6653,46.2236,24.4204,55.0582,65.2611,28.757,0.7971,23.4314,83.1463,36.3791,18.7305,85.3287,11.1695,19.5143,77.4824,69.4089,46.8605,130.7676,33.1639,91.7765
2016-03-07,92.5,13.686,105.3277,95.49,85.11,70.0985,45.3352,24.6675,56.5102,64.9562,28.14,0.7919,23.1721,83.3337,35.5113,19.0418,83.6705,11.1612,19.5669,76.9013,67.5679,46.7747,130.0378,33.0887,92.6246
2016-03-08,94.2333,13.5067,105.5269,96.23,84.35,69.4322,45.886,24.3646,55.2858,64.9249,28.013,0.7775,22.981,82.9277,35.5476,19.0839,82.2965,10.7735,19.2844,77.2809,66.3282,45.8694,129.0503,33.3218,91.1614
2016-03-09,96.3667,13.9147,107.1009,98.0,85.27,70.6454,46.9432,24.6117,55.1319,64.8468,27.9735,0.777,23.0015,83.4117,36.1395,19.0811,82.6092,10.8395,19.534,77.6373,66.3845,46.1348,129.0074,33.6902,91.0123
2016-03-10,94.1667,13.6787,106.9116,97.36,84.85,70.3073,46.2414,24.9147,54.9847,64.3152,27.9465,0.7758,23.0129,83.6459,36.4763,19.0472,82.3344,10.9467,19.4355,78.0867,65.9525,45.7368,128.5352,34.006,90.4345
2016-03-11,93.4,13.8333,108.9937,97.66,86.0,71.2321,47.1475,25.3213,54.9914,63.901,28.4805,0.789,23.2608,84.0909,37.109,18.9794,83.9358,11.3757,20.0332,78.4974,67.2768,46.3064,130.2524,34.2485,91.2733
2016-03-14,92.3,14.3433,109.4718,98.13,87.01,71.8189,47.2364,25.0582,55.1385,63.4476,28.6685,0.791,23.32,84.0519,37.3765,19.0331,84.2106,11.252,19.7705,77.986,67.1453,46.1348,129.9519,34.3167,92.084
2016-03-15,93.0667,14.556,110.2489,97.86,86.83,71.3017,47.6095,25.2336,55.4128,63.557,28.851,0.787,23.7886,84.13,37.3929,19.2393,84.6749,11.1942,19.4027,78.3734,67.5398,46.1972,129.9948,34.2788,91.5528
2016-03-16,90.5,14.7953,111.7531,99.35,88.17,72.326,48.2847,25.2655,55.4463,63.5805,28.7135,0.8106,24.1047,83.8567,37.7312,19.2111,85.2908,10.9797,19.0743,78.1255,67.9719,45.9787,129.5226,34.1348,91.7392
2016-03-17,82.5667,15.092,110.5975,99.72,89.96,72.3161,48.5601,25.4967,56.2693,64.6826,27.972,0.8037,24.0661,83.3337,37.787,19.0585,86.6174,11.054,19.2713,78.9313,68.695,45.846,132.9141,34.6804,92.8203
2016-03-18,90.1333,15.516,111.0259,101.12,93.42,72.2465,47.5207,26.0548,56.3362,64.9953,27.604,0.8279,24.0934,83.927,37.6341,18.9172,87.4702,11.3757,19.3436,78.4819,69.2962,47.196,132.7424,34.5515,92.4475
2016-03-21,88.4667,15.888,111.4244,101.06,92.5,71.8487,47.8494,25.7837,55.9481,65.1282,27.699,0.8304,24.0911,83.7552,37.9704,19.2054,87.5081,11.4169,19.7508,78.6756,69.2868,47.1804,133.4722,34.6046,91.7579
2016-03-22,86.6,15.616,111.8228,99.84,92.56,72.4454,48.0359,25.7678,56.2827,64.6748,28.024,0.8289,24.2753,83.8333,37.8652,19.1772,86.9491,11.3509,19.9544,78.079,68.526,47.0088,133.3434,34.4758,90.9378
2016-03-23,86.1,14.8387,112.1117,99.59,92.16,71.3813,47.9471,25.5126,56.0351,64.7373,28.4815,0.8431,24.1411,84.7077,37.7412,19.0613,87.2997,11.2355,19.8296,78.11,69.4183,46.7747,133.3864,34.4455,90.2388
2016-03-24,85.7667,15.1833,112.6198,98.36,92.52,72.0376,48.1603,25.417,56.189,64.792,29.1475,0.8444,24.0365,84.5594,37.6057,19.2139,87.0912,11.285,19.7574,78.0092,69.6343,46.4157,133.5581,34.5364,90.6023
2016-03-28,87.6333,15.3507,113.2574,101.21,92.4,71.5504,47.5651,25.4329,56.3496,64.581,28.9935,0.8529,23.9273,84.4969,37.528,19.2478,86.4563,11.2355,19.5603,78.2417,69.5779,46.3533,135.1895,34.7031,91.4131
2016-03-29,87.4667,15.342,115.698,104.13,93.22,71.8984,48.6045,25.8156,56.557,64.7217,29.693,0.8666,24.4937,85.2074,38.1562,19.2224,87.9156,11.0705,19.7376,78.5439,70.7989,46.0645,135.1465,35.2183,91.4783
2016-03-30,83.7667,15.126,114.2635,102.19,93.78,73.8873,48.9066,26.0787,56.5503,64.6279,29.9345,0.8757,24.9213,85.0824,38.2782,19.4399,88.8916,11.12,19.7508,79.5666,72.1138,46.5951,136.6491,35.2941,92.1772
2016-03-31,81.6,15.318,113.6658,102.23,93.8,73.4199,49.0665,25.7917,55.928,64.3387,29.682,0.8725,24.7917,84.4735,38.0072,19.3523,89.5454,11.153,19.4683,79.4039,71.8321,46.2128,136.4774,35.1501,92.55
2016-04-01,81.8667,15.8393,115.6183,105.7,95.16,75.3094,49.3686,25.8714,55.5065,65.2923,29.925,0.8852,25.0192,85.2464,38.3445,19.5134,90.8436,11.186,19.7311,80.4112,72.8746,46.72,137.0784,35.4835,92.3263
2016-04-04,82.9333,16.466,112.1217,104.35,94.5,75.2696,49.2442,25.5126,55.6403,65.0422,29.6595,0.8767,25.2762,84.778,38.1178,19.5247,90.0666,11.1447,20.1777,80.4422,73.1,46.5392,134.0733,35.529,91.9629
2016-04-05,83.1333,17.0313,111.793,104.94,94.17,74.1657,48.4713,25.4329,55.0047,65.0031,29.307,0.8755,24.9782,85.059,37.7915,19.3947,89.4033,10.8807,20.5981,79.8843,72.2923,45.8789,133.0,35.2562,90.3972
2016-04-06,87.6,17.6947,113.2773,104.83,95.4,75.1602,48.9688,25.5764,55.7407,65.5112,30.104,0.8767,25.2398,85.4259,38.2648,19.5077,89.9635,10.9467,21.6293,80.5196,73.4569,46.2326,132.6566,35.3926,90.8446
2016-04-07,92.8,17.1467,113.2076,104.45,93.78,74.9016,48.3824,25.1539,55.1118,65.0656,29.5715,0.8676,24.6893,85.3089,37.8687,19.276,88.7861,10.6003,21.5177,80.2717,72.8652,45.0613,131.4974,35.1274,89.6144
2016-04-08,98.5667,16.6713,110.209,103.81,94.07,74.4342,48.3469,25.2177,55.6738,65.0344,29.73,0.8732,24.7166,85.1761,37.8363,19.2308,89.052,10.625,21.3469,81.4185,73.2878,45.3914,132.1843,35.5138,89.8567
2016-04-11,115.4,16.6613,108.5752,102.68,92.95,73.7481,48.2492,25.2495,55.7474,64.667,29.7965,0.8786,24.7985,85.0746,37.7402,19.0443,88.7482,10.6993,20.9462,80.8141,73.0906,45.7531,131.8409,35.188,89.7169
2016-04-12,112.3667,16.5213,110.1891,106.98,93.42,73.8575,48.5512,25.401,56.4366,64.7451,30.1585,0.8777,25.1215,85.5665,38.078,19.4399,89.1184,10.9467,20.9922,81.2867,73.7481,46.6021,132.2702,35.3471,90.7234
2016-04-13,110.8,16.9687,110.0895,109.65,94.53,75.5281,49.1731,25.6163,56.7577,64.4559,30.741,0.8997,25.4855,85.7773,38.4561,19.5388,90.913,11.3757,21.3732,80.6746,74.8658,48.5753,133.0,34.8849,92.7084
2016-04-14,112.0,16.7907,110.4182,110.42,94.44,75.727,49.182,25.3532,57.1591,64.6293,31.0375,0.9021,25.4991,85.7538,38.6295,19.4399,91.3117,11.6644,21.4454,79.9308,75.4481,49.2042,133.1717,34.7258,91.9163
2016-04-15,113.9667,16.9673,109.2228,111.51,95.16,75.8861,49.4396,25.0821,56.8514,64.8579,31.2945,0.9092,24.9873,86.0193,38.8591,19.5134,91.796,11.5489,21.3469,80.4034,75.2133,48.6382,133.2146,34.9304,91.879
2016-04-18,96.2,16.9253,110.0297,108.4,96.55,76.8408,50.1592,25.2336,57.3933,65.2755,31.7675,0.9053,24.4482,86.6049,39.2417,19.7394,92.736,11.6892,21.4191,80.3647,76.5,48.9526,133.3434,35.0213,94.5723
2016-04-19,89.8333,16.4913,111.8627,94.34,96.52,75.7668,50.097,25.1937,57.6811,65.6302,31.395,0.8892,24.3186,87.9711,38.6723,19.714,92.3277,11.9201,21.603,80.8296,75.8426,49.7781,133.7298,35.3092,95.6533
2016-04-20,84.0333,16.6647,111.9922,96.77,96.33,75.7171,49.3863,25.5126,58.0758,64.2668,31.6495,0.8926,24.3686,88.6737,38.6061,19.5558,92.9543,12.3161,21.8264,79.3729,76.2182,50.5013,133.7298,33.6196,96.2404
2016-04-21,77.5667,16.5527,113.0083,94.98,96.37,76.7215,49.5551,25.4887,58.0691,63.6757,31.55,0.8916,24.1047,88.6659,38.8591,19.3467,92.6125,12.2914,21.8329,78.2494,75.8801,49.9982,133.0,33.0816,95.905
2016-04-22,77.5667,16.9167,110.1393,95.9,94.79,76.0552,46.0015,25.2256,58.5642,63.794,31.025,0.8882,24.0388,88.4707,36.7553,19.4173,92.5271,12.4646,21.8526,79.0165,74.3022,50.2891,132.0555,33.7484,96.7064
2016-04-25,83.0,16.788,109.681,93.56,95.8,76.085,46.2947,25.0263,58.4304,64.1565,31.31,0.8926,23.9023,88.6191,36.9765,19.6292,92.0808,12.3409,21.8132,79.6519,73.3912,49.9982,131.712,33.8772,97.452
2016-04-26,86.4,16.916,108.3461,92.43,96.15,75.7867,45.6994,25.0343,58.6311,62.6907,30.844,0.8933,23.7362,88.1507,36.1375,19.5812,92.3562,12.4481,21.7081,79.4969,73.7575,50.2576,132.6566,33.7408,97.7502
2016-04-27,92.7333,16.7647,108.4756,91.04,95.64,75.2696,45.2553,25.3133,59.1865,62.9586,30.3285,0.9137,22.2509,88.0414,35.9427,19.6151,93.4101,12.3904,21.6753,79.5201,73.9735,50.3991,132.7853,33.8545,98.1136
2016-04-28,95.2333,16.514,116.2858,90.28,93.64,74.9613,44.3313,24.8031,58.8988,62.8562,30.1,0.8865,21.5707,87.815,35.1257,19.471,92.2707,12.2006,21.6162,79.7836,72.9591,49.9982,132.6566,33.8166,96.9487
2016-04-29,93.7,16.0507,117.1326,90.03,94.22,75.379,44.3046,24.1413,59.1463,63.1398,32.9795,0.8701,21.3228,87.5026,35.2662,18.8946,92.0903,12.0109,21.4848,79.7758,72.5459,49.6838,132.0126,33.9454,96.2311
2016-05-02,93.6667,16.12,118.1188,93.11,94.9,76.8209,44.9621,24.4044,59.6347,63.8097,34.1925,0.8816,21.3001,88.0257,35.5915,19.098,92.8309,12.1841,21.5439,80.14,73.6917,50.1476,132.6136,34.0818,97.2562
2016-05-03,91.2333,15.488,116.9831,91.54,93.66,74.484,44.2247,24.2051,58.9523,63.9122,33.566,0.871,21.6504,87.9789,35.2941,18.9313,91.5776,11.8459,22.1351,80.2407,72.4989,49.1806,131.4974,33.9757,96.7157
2016-05-04,92.0,14.8373,117.6107,90.79,92.94,73.579,44.3046,24.0041,58.8385,64.3062,33.545,0.8512,21.4252,87.612,35.44,18.985,91.3877,11.6562,21.938,80.5971,72.3862,48.4023,129.0933,34.0818,96.6132
2016-05-05,89.6667,14.102,117.3617,89.37,93.5,73.4,44.3668,24.0443,58.9054,64.0698,32.9545,0.8564,21.3382,88.1272,35.6064,18.9907,91.3307,11.5902,22.0497,80.7444,72.6586,48.1429,128.3205,34.1424,97.7875
2016-05-06,89.8,14.3287,119.0353,90.84,94.3,73.8376,44.7666,24.1569,59.2199,64.7239,33.6975,0.8652,21.2192,88.0179,36.128,19.2845,91.796,11.6397,22.0562,81.3255,72.9967,48.4259,129.3079,34.3394,98.3559
2016-05-09,89.3,13.928,118.7862,90.54,94.61,74.2055,44.4823,23.9639,59.26,64.716,33.9875,0.8639,21.2352,88.783,36.3248,19.4823,91.834,11.5407,22.2139,81.5734,73.4663,48.1193,128.2347,34.2788,98.1695
2016-05-10,91.6,13.9127,120.0415,92.89,96.52,75.4983,45.3263,24.2373,60.2102,64.9997,35.1535,0.8806,21.3794,89.5247,36.8355,19.4371,92.7075,11.7964,22.2007,82.5729,74.3867,48.7718,130.8534,34.6652,99.3438
2016-05-11,94.1,13.9307,119.0652,90.02,96.1,75.369,45.353,24.173,59.92,64.7397,35.6615,0.883,21.1711,89.2905,36.3956,18.902,91.5396,11.7139,21.9754,81.9143,72.7308,48.591,130.2524,34.4455,95.3272
2016-05-12,93.9333,13.8187,119.8223,87.74,95.96,75.4685,45.7616,23.9317,60.5003,64.9445,35.8965,0.871,20.6745,89.1812,36.272,19.0272,91.0079,11.6644,21.9953,82.2088,73.2859,48.5596,129.1791,34.7258,94.7866
2016-05-13,97.0333,13.8407,119.3541,87.88,95.97,75.9458,45.3796,24.0523,59.8188,64.0146,35.496,1.0035,20.7157,88.6581,36.1106,18.4836,90.5427,11.4499,21.9953,80.7211,72.2886,48.1115,127.2473,34.3621,93.6776
2016-05-16,105.3333,13.886,118.2184,89.12,97.23,76.8806,46.0459,24.4383,60.4328,64.3298,35.533,1.0332,21.4847,89.3452,36.3831,18.791,91.2928,11.4912,22.1212,80.6824,73.2012,48.4731,128.621,34.5667,93.5285
2016-05-17,106.4667,13.644,116.9034,88.63,95.93,76.3436,45.1871,24.1086,60.4058,63.5339,34.7635,1.0354,21.3954,88.8689,35.8794,18.5292,90.7705,11.5572,21.8893,79.3187,72.2509,48.4731,127.5478,33.9075,93.1371
2016-05-18,104.4333,14.078,117.2023,90.5,96.7,77.4375,45.4555,24.1167,60.2844,62.9271,34.8725,1.0618,21.6403,88.6815,35.9586,17.9741,90.799,12.1181,21.9821,78.1875,72.8531,50.3441,127.1185,33.7029,92.2611
2016-05-19,101.8333,14.3473,116.3655,89.55,95.88,80.6396,45.0171,23.8272,60.7971,63.195,34.926,1.0665,21.5579,88.1038,35.6363,19.6961,89.916,11.9861,22.1212,78.5129,72.3356,49.8331,126.0452,33.5817,91.7113
2016-05-20,102.8,14.6853,116.9034,92.49,96.88,80.57,45.2855,24.2453,60.5475,63.061,35.14,1.0856,21.7913,88.5677,35.9552,19.884,90.6471,11.9779,22.3598,77.5598,73.0789,49.9275,126.9037,33.3013,92.988
2016-05-23,98.6667,14.4147,115.5287,94.89,96.62,81.276,44.7577,24.3097,60.453,63.2029,34.8375,1.0873,22.0682,88.1903,35.733,19.7815,90.2768,11.9366,22.3134,77.8078,72.6461,49.8882,126.6033,33.3165,92.4289
2016-05-24,97.1667,14.5273,117.2521,97.89,99.63,82.2904,46.1533,24.9771,60.5003,63.8097,35.21,1.1137,22.4047,88.607,36.5191,19.9921,91.6061,12.1099,22.5984,78.3269,74.6879,50.7372,128.1488,33.6196,92.7364
2016-05-25,96.2,14.6387,117.4414,100.2,99.61,83.1058,46.6274,25.2425,60.8983,64.2116,35.4175,1.109,22.7983,89.126,36.7717,20.0604,91.5776,12.3079,22.7641,78.3269,74.3867,51.5076,129.1791,33.6272,93.0626
2016-05-26,92.7667,15.008,119.0154,102.81,99.37,82.887,46.4217,25.3229,60.588,64.0068,35.7455,1.1208,22.9791,88.7722,36.7134,20.1657,91.5111,12.1264,22.8171,78.9545,74.3303,51.1224,128.8786,33.862,93.016
2016-05-27,92.3333,14.8693,118.9257,103.3,100.14,83.3047,46.8064,25.3872,60.7297,64.1722,35.612,1.1269,22.9653,88.898,37.245,20.1373,92.2707,12.2749,22.9364,79.001,74.9513,51.4368,129.3079,33.9302,93.4633
2016-05-31,89.3333,14.882,118.3579,102.57,99.47,83.245,47.4147,25.4033,60.0617,63.8649,36.1395,1.1471,22.8532,88.607,37.3073,20.1458,91.0554,12.2006,22.996,78.3889,74.2738,51.3111,129.7802,33.7938,92.4661
2016-06-01,89.5667,14.6373,118.328,101.51,100.04,82.9865,47.2805,25.4596,60.2102,64.4559,35.972,1.1493,22.5328,88.6778,37.2878,20.0661,91.5396,12.2999,23.0291,79.289,74.5373,51.6412,129.265,33.8696,91.8138
2016-06-02,87.7667,14.5973,118.4774,101.25,100.17,82.7776,46.9495,25.54,59.7311,64.582,36.412,1.1574,22.3635,90.0224,37.0791,20.1942,91.9859,12.3662,23.1087,79.6246,75.2242,51.7356,129.0074,33.8848,92.0002
2016-06-03,85.9333,14.5993,118.0192,99.59,98.7,82.0915,46.3322,25.4274,59.6232,64.9918,36.277,1.1412,22.4092,90.2347,36.6601,20.1714,91.1788,11.9357,22.9894,80.0384,75.2147,50.8158,128.5352,34.1272,92.0281
2016-06-06,80.4667,14.712,118.338,100.74,99.12,82.3699,46.6364,25.4757,60.2776,65.2282,36.3365,1.1353,22.5717,91.0288,36.3712,20.2227,91.758,12.0185,23.1484,80.1711,75.7793,51.3189,129.3079,34.3773,92.0561
2016-06-07,80.9,15.4893,117.3119,99.89,98.52,82.6782,46.6095,25.6365,61.202,64.8736,36.187,1.1375,22.6633,90.9974,36.4225,20.217,91.796,11.8778,23.0888,80.0071,75.8357,51.146,129.3938,34.3394,91.6554
2016-06-08,82.0333,15.7013,117.9395,97.86,98.68,82.887,46.5559,25.6446,61.2559,65.1337,36.332,1.1338,22.6427,91.0524,37.0123,20.2881,93.0398,11.944,23.3605,80.5458,76.8237,51.2953,130.1236,34.5137,91.3665
2016-06-09,87.9333,15.2907,118.1088,97.09,98.07,82.2705,46.1801,25.6848,61.1749,65.5435,36.3825,1.1633,22.8051,91.9959,36.9919,20.2341,92.1188,11.7454,23.4003,80.9205,76.4567,50.9023,129.8231,34.6728,91.1801
2016-06-10,87.7667,14.586,116.1762,93.75,97.09,81.3755,46.0549,25.7652,60.7094,65.5671,35.8955,1.1343,22.6175,92.0038,36.5271,20.2483,90.4002,11.4474,23.387,80.6473,75.4406,50.1869,128.9645,34.8471,90.7141
2016-06-13,93.3,14.5247,113.5164,93.85,96.96,81.0374,44.8561,25.8697,61.121,65.0706,35.762,1.1488,22.2765,91.8308,36.4618,20.0747,89.4318,11.257,23.0225,80.4521,73.7658,49.7388,128.0629,34.45,90.9284
2016-06-14,90.3667,14.3307,114.5026,94.12,96.98,80.6396,44.5788,25.8456,61.013,65.6853,35.965,1.151,22.304,92.0903,36.5301,20.1942,89.3558,10.9756,23.1882,80.5848,73.9257,48.8033,130.6817,34.3889,91.702
2016-06-15,89.7333,14.5133,114.1639,94.29,97.02,81.5346,44.4535,25.4194,60.8309,65.3701,35.713,1.1628,22.2307,91.532,36.4773,20.2426,88.6247,11.0418,23.0556,80.296,73.5494,48.7168,131.3257,34.366,91.5808
2016-06-16,90.6,14.5287,113.9547,95.44,97.19,81.1865,45.0797,25.4837,61.5461,65.7326,35.8755,1.1674,22.3246,91.7129,36.0817,20.2938,89.3273,11.017,23.0291,81.0688,73.7187,48.9133,132.5369,34.5951,91.6833
2016-06-17,88.5667,14.3647,112.5899,94.45,95.58,80.0529,44.8471,25.54,61.2087,65.5119,35.3195,1.1471,21.8165,90.8008,35.0853,20.1942,88.5772,11.0915,22.6779,80.7253,72.4391,48.9605,132.3638,34.1981,92.2611
2016-06-20,86.2,14.6467,112.9386,93.8,97.99,80.7689,44.7935,25.8697,61.4786,65.441,35.7005,1.1677,21.7639,91.6342,35.179,20.2369,89.5837,11.2074,22.8635,80.6941,72.7684,49.0313,133.3587,34.3431,92.7923
2016-06-21,83.3333,14.6407,113.9447,90.99,99.72,81.1766,45.7954,25.9903,61.7552,65.7326,35.791,1.1606,21.9492,91.3512,35.316,20.3394,90.3053,11.2736,23.0291,81.2484,72.759,49.4872,133.8345,34.4577,92.0934
2016-06-22,81.2333,13.1107,113.4765,90.01,94.01,80.1722,45.6165,25.9662,61.5123,65.8587,35.53,1.1596,21.8669,91.5714,35.3952,20.4219,89.3083,11.2653,22.8436,80.9829,72.0063,49.2985,133.1424,34.2515,92.0654
2016-06-23,80.3667,13.0933,114.6421,91.66,96.21,81.823,46.4396,26.5291,61.9374,66.3631,36.104,1.1905,21.9927,92.2947,35.6144,20.5215,90.875,11.6212,22.9231,81.5294,73.6058,50.352,134.9159,34.4195,92.2798
2016-06-24,78.6333,12.8767,111.6535,88.44,92.2,78.0242,44.5788,25.3711,60.3114,64.8263,34.948,1.1228,21.3748,90.9187,34.1363,20.4817,86.8492,10.7604,22.5122,79.609,70.6138,46.8537,128.9899,33.5414,89.2044
2016-06-27,78.2,13.2367,108.5553,85.33,90.85,75.6475,43.3263,24.7037,59.9538,64.0146,34.568,1.1107,21.0636,91.6421,33.934,20.3508,84.5704,10.0817,22.3996,79.7261,69.0049,45.2893,126.827,33.4269,87.9556
2016-06-28,75.8333,13.4527,112.2711,87.97,92.46,77.1193,44.2299,25.0817,61.3369,64.9839,35.3975,1.1269,21.4183,92.9631,34.4382,20.3536,85.8522,10.5121,22.8237,79.7339,70.7173,46.7908,129.509,33.7323,89.5119
2016-06-29,76.1333,14.0127,113.7256,91.06,94.39,78.5612,45.2139,25.6767,62.3827,66.1266,35.78,1.1453,21.6037,93.828,34.6339,20.624,87.4758,10.9176,23.2014,80.499,72.2039,48.1115,132.1476,33.9308,90.3786
2016-06-30,75.4667,14.152,113.8451,91.48,95.79,78.9689,45.7775,26.3763,63.2463,66.7256,35.781,1.1542,21.8783,95.377,35.0494,20.7834,83.6114,10.9839,23.334,82.7003,69.7858,48.8505,136.1704,34.6104,91.1614
2016-07-01,74.5,14.4333,113.7555,96.67,95.32,79.3866,45.7686,26.3361,63.3138,66.8123,36.284,1.1456,21.9447,95.3691,35.3842,20.7236,84.3615,10.8432,23.5726,82.4583,70.0775,48.5335,136.2136,34.45,91.3571
2016-07-05,77.0667,14.2653,113.7654,97.91,94.73,78.233,45.7775,26.2799,62.7605,67.3324,36.405,1.1625,21.7387,96.1397,35.1172,20.8175,83.7823,10.5452,23.7316,83.075,70.2562,47.1788,136.0406,34.6867,91.0123
2016-07-06,80.8,14.296,116.2559,94.6,95.18,78.064,45.9654,26.5131,63.4824,67.0093,36.8805,1.1699,21.8623,96.4306,35.3205,21.0111,82.6215,10.6445,23.7648,82.6847,69.6823,47.6858,137.295,34.5645,91.7486
2016-07-07,86.5,14.396,115.4091,95.1,95.14,78.3225,45.9654,26.698,62.72,66.8517,36.8285,1.2003,21.9561,96.3284,35.2353,20.9285,83.554,10.7687,23.7051,83.9103,70.1057,47.9948,137.6411,34.4271,92.3775
2016-07-08,89.8333,14.452,116.7939,97.06,96.79,80.4407,46.7885,27.3413,63.1113,67.5924,37.2905,1.2485,22.1255,96.5957,35.7594,21.0168,84.2676,10.9011,23.9371,84.5192,71.9028,48.9851,139.2848,34.6485,93.5133
2016-07-11,98.2333,14.9853,117.4215,94.67,97.14,81.2064,47.0479,27.6469,63.3475,67.5767,37.689,1.2772,22.1941,96.6587,36.2287,21.0794,84.4484,10.9342,23.9569,85.0188,71.9969,49.3337,139.3281,34.7936,93.8512
2016-07-12,95.9,14.9767,117.4812,95.97,97.54,81.4749,47.6026,28.0972,64.0627,67.5767,37.4105,1.2963,22.2948,96.6508,36.4932,20.8545,85.6378,11.2074,24.0166,84.9251,72.9002,50.0705,139.5444,34.8012,94.0578
2016-07-13,98.3333,14.8353,116.3356,96.43,97.34,80.8783,47.8709,28.1535,64.0154,67.687,37.1315,1.2958,22.1689,96.7137,36.3423,20.9542,85.9613,11.1246,24.063,85.7995,72.8813,50.0388,139.9769,34.9234,93.7574
2016-07-14,97.9333,14.7687,116.8437,98.02,97.7,81.107,48.0767,28.3063,64.0627,67.6713,37.06,1.3091,22.6083,96.8552,36.6571,20.9769,87.0175,11.2984,24.4672,85.8385,73.5211,50.7994,141.1448,34.8852,93.8419
2016-07-15,104.5667,14.6933,116.4153,98.39,97.83,80.9479,48.0409,28.2018,64.1774,67.7816,36.772,1.2939,22.606,96.7137,36.6486,20.9684,86.5228,11.3067,24.3678,85.6043,73.6717,50.8469,142.2263,34.8394,93.6823
2016-07-18,111.2667,15.0833,118.9158,98.81,97.79,81.1766,48.2735,28.1857,63.975,67.7185,36.8035,1.3005,22.8463,96.8238,37.524,21.0168,87.1603,11.6792,24.2817,85.253,73.6811,50.6726,142.356,34.8394,94.0108
2016-07-19,107.4667,15.0173,120.151,85.84,97.79,80.918,47.4952,28.2661,63.7388,67.9077,36.9975,1.314,22.8555,98.4829,37.5344,20.9655,87.9025,11.8033,24.2817,85.5028,74.0669,50.5934,142.4425,34.8394,93.3725
2016-07-20,112.4667,15.224,121.456,87.91,98.4,81.6838,50.018,28.7004,63.3745,67.7647,37.286,1.3312,22.8761,98.3963,37.7173,21.0025,88.7779,11.9192,24.3082,85.0266,74.669,50.6489,141.7937,34.7478,92.1991
2016-07-21,105.0333,14.7,120.151,85.99,96.34,81.2462,49.9196,27.5585,63.3205,67.717,37.2215,1.3066,22.7548,98.4042,37.5843,20.9257,87.9786,11.8116,24.3281,84.7612,74.1327,50.4587,140.9718,34.702,92.002
2016-07-22,93.1,14.818,120.5395,85.89,98.06,82.0915,50.6085,27.8721,63.4285,68.0824,37.243,1.3422,22.5786,98.3099,37.8269,20.9342,89.1204,11.9026,24.3479,85.2374,75.1865,50.736,138.6792,34.9921,91.7204
2016-07-25,76.1,15.334,121.1672,87.66,97.32,81.7335,50.7516,27.8962,62.2072,68.1459,36.9805,1.367,22.2765,98.1998,37.7392,20.9912,88.4924,11.8944,24.3744,85.1047,74.2738,50.6013,136.8625,34.7936,91.42
2016-07-26,75.2,15.3007,120.7587,91.41,97.91,81.3059,50.7784,28.2179,61.7552,67.725,36.7795,1.3904,22.1232,98.4042,37.7457,20.9855,88.9016,12.0268,24.4076,84.4646,73.8504,50.8073,136.1272,34.2668,90.7629
2016-07-27,73.7333,15.2327,122.8706,92.04,97.93,81.0473,50.2685,28.0088,61.3369,67.0816,36.8335,1.3764,23.5604,98.1054,37.9609,20.8688,89.2061,12.1096,24.4208,83.9025,73.8881,50.9658,135.3053,33.1368,90.425
2016-07-28,72.7333,15.374,124.5243,91.65,98.44,81.8727,50.2864,27.9605,60.8579,67.3596,37.6305,1.3793,23.8785,97.8617,38.1537,20.846,91.3565,12.151,24.3015,84.4099,74.5091,50.7835,135.1755,33.3276,90.0307
2016-07-29,72.9,15.6527,123.4684,91.25,97.86,81.3457,50.7069,28.0329,60.0145,67.9791,37.9405,1.4019,23.8487,98.4671,39.4241,20.7692,90.6239,11.9937,24.4473,85.0266,73.4365,50.6806,134.6996,33.3124,90.0683
2016-08-01,74.7,15.334,123.837,94.37,97.72,80.57,50.6174,28.0249,57.9296,68.6304,38.387,1.3928,24.2698,98.6008,39.9024,20.9997,90.4621,11.8612,24.7257,85.0344,73.6341,50.5459,134.7429,33.1749,89.6834
2016-08-02,76.1,15.1467,122.6216,93.56,96.05,80.0529,50.6174,27.7917,58.7258,68.9084,38.029,1.3759,23.9105,98.1683,39.8615,20.8147,90.6334,11.6957,24.116,84.8705,73.6529,50.427,134.3104,33.236,89.1859
